1240,St. Petersburg
1241,"Livonia, Michigan"
1242,"Mission Viejo, California"
1243,Rio De Janeiro
1244,"Shakopee, Minnesota"
1245,"Folsom, California"
1246,"Garden Grove, California"
1247,"Omaha, Nebraska"
1248,"Houston, Texas"
1249,"North Hollywood, California"
1250,St. Petersburg
1251,"Kansas City, Kansas"
1252,"Columbus, Ohio"
1253,"Amherst, Massachusettes"
1254,"Boys Ranch, Texas"
1255,"Murrieta, California"
1256,
1257,"Salt Lake City, Utah"
1258,
1259,"Natal, Rio Grande do Norte"
1260,"St. Albert, Alberta"
1261,"Fortaleza, Ceara"
1262,Moscow
1263,"Orem, Utah"
1264,"Coral Pass, Florida"
1265,"Racine, Wisconsin"
1266,"Napa, California"
1267,"Tama, Iowa"
1268,
1269,"Akron, Ohio"
1270,"Diamond Head, Mississippi"
1271,"Los Angeles, California"
1272,"Culver City, California"
1273,"North Hollywood, California"
1274,"San Antonio, Texas"
1275,"Loveland, Ohio"
1276,Veliko Tarnovo
1277,"Arenzville, Illinois"
1278,"Careiro da Varzea, Amazonas"
1279,"Dallas, Texas"
1280,"Nashville, Tennessee"
1281,"Palm Springs, California"
1282,
1283,"Wichita Falls, Texas"
1284,"Los Angeles, California"
1285,"Yuma, Arizona"
1286,"Olympia, Washington"
1287,"Las Vegas, Nevada"
1288,Ontario
1289,Tokyo
1290,"Metairie, Louisiana"
1291,Niigata
1292,"Piqua, Ohio"
1293,"Santa Maria, California"
1294,"Las Vegas, Nevada"
1295,"Buffalo, New York"
1296,"Harvey, Louisiana"
1297,"Chicago, Illinois"
1298,
1299,Rio De Janeiro
1300,"Simi Valley, California"
1301,"Arlington, Virginia"
1302,"Lake Forest, California"
1303,"Greenwood, Indiana"
1304,"Crystal Lake, Illinois"
1305,"Poughkeepsie, New York"
1306,"Cuba, Missouri"
1307,"Glendale, California"
1308,"Brasilia, Federal District"
1309,"Yokohama, Kanagawa"
1310,"Tell City, Indiana"
1311,"Luanda, Luanda"
1312,"Chicago, Illinois"
1313,"Tampa, Florida"
1314,"Ontario, California"
1315,"Lubbock, Texas"
1316,"Hollis, New Hampshire"
1317,"Glendale, Arizona"
1318,
1319,Turku
1320,"Stoughton, Wisconsin"
1321,"Manchester, Greater Manchester"
1322,"Hamilton, Ontario"
1323,"Surrey, British Columbia"
1324,"Indianapolis, Indiana"
1325,"Belton, Texas"
1326,"Lake Station, Indiana"
1327,"Albuquerque, New Mexico"
1328,"San Diego, California"
1329,Stockholm
1330,Stockholm
1331,"Atlanta, Georgia"
1332,"Dayton, Ohio"
1333,New York
1334,"Curitiba, Parana"
1335,"Hillsborough, Illinois"
1336,"Roselle, Illinois"
1337,Cieszyn
1338,Helsingborg
1339,"Las Vegas, Nevada"
1340,"New Hyde Park, New York"
1341,Nebraska
1342,"Racine, Wisconsin"
1343,"Phoenix, Arizona"
1344,"Las Vegas, Nevada"
1345,"Yale, Iowa"
1346,"San Jose, California"
1347,"Wasilla, Alaska"
1348,"Curitiba, Parana"
1349,"Sochi, Krasnodar Krai"
1350,"Muncie, Indiana"
1351,"St. Paul, Minnesota"
1352,"Cedar Rapids, Iowa"
1353,"Naples, Florida"
1354,"St. Albans, Vermont"
1355,"Sagamihara, Kanagawa"
1356,"Huntington Beach, California"
1357,"Littleton, Colorado"
1358,"Tama, Iowa"
1359,
1360,"Oakhurst, New Jersey"
1361,
1362,
1363,
1364,Liverpool
1365,"Birmingham, West Midlands"
1366,"Lowell, Massachusetts"
1367,"Santa Cruz, California"
1368,Rio de Janeiro
1369,"Rio de Janeiro, Rio de Janeiro"
1370,"New Brunswick, New Jersey"
1371,"Lafayette, Louisiana"
1372,"Decatur, Illinois"
1373,"Oskaloosa, Iowa"
1374,"Dallas, Texas"
1375,"Las Vegas, Nevada"
1376,"Atlanta, Georgia"
1377,"Mississauga, Ontario"
1378,"East Chicago, Indiana"
1379,
1380,London
1381,"Rock Island, Illinois"
1382,"Kelowna, British Columbia"
1383,Ballymena
1384,Zevenbergen
1385,"Phoenix, Arizona"
1386,"Fargo, North Dakota"
1387,"Boca Raton, Florida"
1388,"Whonnock, British Columbia"
1389,"Wigan, Greater Manchester"
1390,Rio de Janeiro
1391,"Ewa Beach, Hawaii"
1392,Derbent
1393,"Portage, Indiana"
1394,"Santo Andre, Sao Paulo"
1395,Lublin
1396,"Anchorage, Alaska"
1397,Warsaw
1398,"Santa Rosa, California"
1399,Prague
1400,"Glyfada, Attica"
1401,Kiev
1402,"North Hollywood, California"
1403,"Hesperia, California"
1404,"Belem, Para"
1405,"Belem, Para"
1406,"Melbourne, Victoria"
1407,"Doncaster, South Yorkshire"
1408,"Columbus, Ohio"
1409,"Indianapolis, Indiana"
1410,"Rancho Cucamonga, California"
1411,"Campinas, Sao Paulo"
1412,"Santa Rosa, California"
1413,
1414,
1415,
1416,"Omaha, Nebraska"
1417,"Winter Haven, Florida"
1418,Rostov-on-don
1419,Monza
1420,"St. Paul, Minnesota"
1421,"Goiania, Goias"
1422,
1423,"Torrance, California"
1424,"Antioch, Tennessee"
1425,Helsinki
1426,"Phoenix, Arizona"
1427,"Morganton, North Carolina"
1428,"Las Vegas, Nevada"
1429,"Perrysburg, Ohio"
1430,"Curwensville, Phildelphia"
1431,
1432,"Ocean Springs, Mississippi"
1433,"Niagara Falls, Ontario"
1434,"Simi Valley, California"
1435,"Athens, Alabama"
1436,"Irmo, South Carolina"
1437,"Seattle, Washington"
1438,"San Diego, California"
1439,"Nampa, Idaho"
1440,"Costa Mesa, California"
1441,"Tsu, Mie"
1442,Riga
1443,
1444,Riga
1445,"Niskayuna, New York"
1446,"Tucson, Arizona"
1447,"Fayettville, North Carolina"
1448,Orneta
1449,
1450,"Boulder, Colorado"
1451,"Granite City, Illinois"
1452,"Fairfield, Idaho"
1453,"Sao Paulo, Sao Paulo"
1454,"Bolton, Ontario"
1455,
1456,"Nova Friburgo, Rio de Janeiro"
1457,Hawaii
1458,"Brisbane, Queensland"
1459,"Anapolis, Goias"
1460,"Liverpool, Merseyside"
1461,Antrim
1462,
1463,
1464,"Felixstowe, Suffolk"
1465,Lodz
1466,"Orlando, Florida"
1467,"Erbil, Kurdistan Region"
1468,"Phoenix, Arizona"
1469,"Sudbury, Ontario"
1470,"Radcliff, Kentucky"
1471,
1472,"Cole Harbour, Nova Scotia"
1473,
1474,
1475,Moscow
1476,"Boston, Massachusetts"
1477,Bogota
1478,"Hilo, Hawaii"
1479,
1480,"Baguio, Cordillera Administrative Region"
1481,"Houston, Texas"
1482,"Belo Horizonte, Minas Gerais"
1483,"Apopka, Florida"
1484,
1485,Managua
1486,
1487,Spanish Town
1488,"Manacapuru, Amazonas"
1489,"Guadalajara, Jalisco"
1490,"Perth, Western Australia"
1491,Bogota
1492,"St. Louis, Missouri"
1493,Warsaw
1494,"Rio de Janeiro, Rio de Janeiro"
1495,"Cobleskill, New York"
1496,"Scottsdale, Arizona"
1497,"Boston, Massachusetts"
1498,"Phoenix, Arizona"
1499,"San Francisco, California"
1500,"Wilmington, North Carolina"
1501,
1502,
1503,"Brisbane, Queensland"
1504,"Cramerton, North Carolina"
1505,Mississippi
1506,"Tempe, Arizona"
1507,"Sorocaba, Sao Paulo"
1508,"El Agustino, Lima"
1509,"Rio de Janeiro, Rio de Janeiro"
1510,
1511,"Guadalajara, Jalisco"
1512,"Washougal, Washington"
1513,"Takasaki, Gunma"
1514,
1515,
1516,"Boston, Massachusetts"
1517,
1518,"Dallas, Texas"
1519,Accrington
1520,"Sunderland, Tyne and Wear"
1521,
1522,"Coconut Creek, Florida"
1523,"Bangor, Maine"
1524,"Marietta, Georgia"
1525,"Tampa, Florida"
1526,"San Luis Obispo, California"
1527,
1528,"Manhattan, New York"
1529,
1530,"White Sands, New Mexico"
1531,"Metairie, Louisiana"
1532,"Fayettsville, North Carolina"
1533,"Tarpon Springs, Florida"
1534,
1535,
1536,
1537,
1538,"New York City, New York"
1539,Isfahan
1540,"Pacific, Missouri"
1541,
1542,
1543,"San Antonio, Texas"
1544,"Lindon, Utah"
1545,Rio De Janeiro
1546,"Jersey City, New Jersey"
1547,Bayamon
1548,
1549,"Moorehead, Minnesota"
1550,"Charlotte, North Carolina"
1551,Lemoa
1552,"Miami, Florida"
1553,"Las Vegas, Nevada"
1554,"Arlington, Texas"
1555,
1556,"Schenectady, New York"
1557,"Van Nuys, California"
1558,Amsterdam
1559,"Moorehead, Minnesota"
1560,"Bangor, Maine"
1561,"Vancouver, British Columbia"
